cliente_id,nombre_cliente,tipo_cliente,zona_id,nombre_zona,fecha_alta,activo
765,Supermercado Martorell,Supermercado,9,Leganés,2018-06-07,Sí
766,Restaurante Portillo,Restaurante,4,Madrid Este,2020-09-03,Sí
767,Bar Pont,Bar,12,Fuenlabrada,2017-10-03,Sí
768,Gasolinera Ricart,Gasolinera,8,Getafe,2024-05-06,Sí
769,Supermercado Arnau,Supermercado,2,Madrid Norte,2025-05-09,Sí
770,Restaurante Cobo,Restaurante,3,Madrid Sur,2017-10-28,Sí
771,Gasolinera Barragán,Gasolinera,10,Móstoles,2021-06-20,Sí
772,Bar Marti,Bar,3,Madrid Sur,2017-04-26,Sí
773,Bar Expósito,Bar,5,Madrid Oeste,2024-09-27,No
774,Gasolinera Conde,Gasolinera,4,Madrid Este,2019-08-10,Sí
775,Restaurante González,Restaurante,4,Madrid Este,2019-06-06,Sí
776,Gasolinera Roura,Gasolinera,9,Leganés,2023-09-09,Sí
777,Restaurante Solana,Restaurante,3,Madrid Sur,2020-12-28,Sí
778,Bar Reig,Bar,8,Getafe,2017-02-01,No
779,Gasolinera Valderrama,Gasolinera,1,Madrid Centro,2019-01-06,Sí
780,Tienda Falcón,Tienda,4,Madrid Este,2017-08-29,Sí
781,Bar Goñi,Bar,7,San Sebastián de los Reyes,2018-09-17,Sí
782,Tienda Cerro,Tienda,10,Móstoles,2024-08-10,No
783,Tienda Haro,Tienda,3,Madrid Sur,2018-10-05,Sí
784,Gasolinera Jaume,Gasolinera,8,Getafe,2025-08-28,No
785,Bar Parejo,Bar,5,Madrid Oeste,2023-01-27,Sí
786,Bar Palacios,Bar,2,Madrid Norte,2019-06-06,Sí
787,Bar Oller,Bar,4,Madrid Este,2019-04-16,Sí
788,Restaurante Varela,Restaurante,5,Madrid Oeste,2019-09-01,Sí
789,Supermercado Campoy,Supermercado,5,Madrid Oeste,2022-09-19,Sí
790,Bar Carranza,Bar,7,San Sebastián de los Reyes,2023-03-04,Sí
791,Supermercado Aragón,Supermercado,10,Móstoles,2023-11-26,Sí
792,Supermercado Cañellas,Supermercado,6,Alcobendas,2018-02-24,Sí
793,Tienda Seguí,Tienda,6,Alcobendas,2019-05-07,Sí
794,Supermercado Codina,Supermercado,2,Madrid Norte,2026-02-17,Sí
795,Restaurante Luís,Restaurante,1,Madrid Centro,2023-08-09,Sí
796,Tienda Palomino,Tienda,2,Madrid Norte,2020-11-11,Sí
797,Bar Agustín,Bar,2,Madrid Norte,2026-01-03,Sí
798,Tienda Puente,Tienda,3,Madrid Sur,2018-10-09,Sí
799,Bar Téllez,Bar,3,Madrid Sur,2020-12-31,No
800,Bar Girona,Bar,5,Madrid Oeste,2024-03-23,Sí
801,Supermercado Poza,Supermercado,7,San Sebastián de los Reyes,2025-05-18,Sí
802,Tienda Español,Tienda,2,Madrid Norte,2023-10-01,Sí
803,Gasolinera Cornejo,Gasolinera,6,Alcobendas,2025-08-04,Sí
804,Bar Pinto,Bar,8,Getafe,2016-12-24,Sí
805,Supermercado Naranjo,Supermercado,1,Madrid Centro,2018-08-04,Sí
806,Tienda Belmonte,Tienda,7,San Sebastián de los Reyes,2020-06-15,Sí
807,Restaurante Uría,Restaurante,1,Madrid Centro,2021-09-25,Sí
808,Restaurante Caparrós,Restaurante,3,Madrid Sur,2023-07-26,Sí
809,Bar Guerra,Bar,5,Madrid Oeste,2024-11-10,Sí
810,Restaurante Vizcaíno,Restaurante,5,Madrid Oeste,2017-12-30,Sí
811,Bar Saldaña,Bar,2,Madrid Norte,2020-12-18,Sí
812,Bar Alba,Bar,8,Getafe,2025-04-25,Sí
813,Restaurante Patiño,Restaurante,5,Madrid Oeste,2023-05-10,Sí
814,Supermercado Alonso,Supermercado,11,Alcorcón,2020-04-30,Sí
815,Supermercado Menendez,Supermercado,9,Leganés,2024-05-28,No
816,Tienda Roca,Tienda,10,Móstoles,2026-04-02,No
817,Bar Navarro,Bar,7,San Sebastián de los Reyes,2018-08-18,No
818,Restaurante Capdevila,Restaurante,2,Madrid Norte,2022-11-25,Sí
819,Supermercado Bru,Supermercado,10,Móstoles,2021-05-03,No
820,Tienda Reguera,Tienda,8,Getafe,2018-09-01,Sí
821,Bar Méndez,Bar,10,Móstoles,2022-08-17,Sí
822,Bar Cabo,Bar,3,Madrid Sur,2025-06-16,Sí
823,Supermercado Burgos,Supermercado,3,Madrid Sur,2024-07-22,Sí
824,Bar Madrid,Bar,9,Leganés,2024-08-28,Sí
825,Gasolinera Cepeda,Gasolinera,1,Madrid Centro,2018-05-04,Sí
826,Bar García,Bar,4,Madrid Este,2022-10-22,Sí
827,Supermercado Cerdán,Supermercado,2,Madrid Norte,2019-07-31,Sí
828,Bar Quero,Bar,9,Leganés,2025-08-05,Sí
829,Restaurante Bueno,Restaurante,1,Madrid Centro,2020-07-26,No
830,Supermercado Alemany,Supermercado,2,Madrid Norte,2018-11-28,Sí
831,Bar Mendoza,Bar,6,Alcobendas,2017-01-02,Sí
832,Restaurante Iglesia,Restaurante,5,Madrid Oeste,2021-03-26,Sí
833,Restaurante Pedraza,Restaurante,12,Fuenlabrada,2025-08-02,Sí
834,Bar Prat,Bar,4,Madrid Este,2025-05-28,No
835,Restaurante Diéguez,Restaurante,7,San Sebastián de los Reyes,2022-03-24,Sí
836,Supermercado Cabañas,Supermercado,7,San Sebastián de los Reyes,2018-11-09,Sí
837,Bar Uriarte,Bar,3,Madrid Sur,2022-03-22,Sí
838,Restaurante Valenzuela,Restaurante,4,Madrid Este,2018-10-28,Sí
839,Gasolinera Nevado,Gasolinera,1,Madrid Centro,2022-04-10,Sí
840,Tienda Llabrés,Tienda,11,Alcorcón,2019-02-23,No
841,Tienda Ribera,Tienda,5,Madrid Oeste,2023-11-09,Sí
842,Tienda Arco,Tienda,12,Fuenlabrada,2025-01-18,Sí
843,Bar Ramón,Bar,1,Madrid Centro,2022-01-31,No
844,Bar Zorrilla,Bar,4,Madrid Este,2026-04-26,Sí
845,Bar Urrutia,Bar,5,Madrid Oeste,2023-02-02,Sí
846,Bar Cañete,Bar,6,Alcobendas,2017-10-03,Sí
847,Bar Batalla,Bar,8,Getafe,2021-04-13,Sí
848,Tienda Calzada,Tienda,7,San Sebastián de los Reyes,2023-09-04,Sí
849,Supermercado Cánovas,Supermercado,6,Alcobendas,2020-03-30,Sí
850,Bar Rincón,Bar,1,Madrid Centro,2023-11-26,Sí
851,Bar Valls,Bar,3,Madrid Sur,2025-03-27,Sí
852,Supermercado Botella,Supermercado,3,Madrid Sur,2024-09-19,Sí
853,Bar Sobrino,Bar,1,Madrid Centro,2018-05-30,Sí
854,Tienda Olivé,Tienda,2,Madrid Norte,2024-08-25,Sí
855,Bar Salmerón,Bar,1,Madrid Centro,2025-09-05,Sí
856,Bar Marco,Bar,3,Madrid Sur,2026-05-07,Sí
857,Gasolinera Uribe,Gasolinera,12,Fuenlabrada,2025-11-14,No
858,Supermercado Osorio,Supermercado,9,Leganés,2022-10-08,No
859,Bar Diaz,Bar,8,Getafe,2017-06-12,Sí
860,Bar Tomé,Bar,5,Madrid Oeste,2019-03-19,No
861,Bar Agustí,Bar,10,Móstoles,2022-11-30,Sí
862,Tienda Cuervo,Tienda,1,Madrid Centro,2026-01-14,Sí
863,Bar Rueda,Bar,1,Madrid Centro,2018-03-09,Sí
864,Tienda Llorens,Tienda,4,Madrid Este,2019-04-14,Sí
865,Bar Puga,Bar,1,Madrid Centro,2017-06-28,Sí
866,Bar Bellido,Bar,9,Leganés,2021-07-09,Sí
867,Tienda Bolaños,Tienda,2,Madrid Norte,2023-12-09,Sí
868,Bar Vicens,Bar,8,Getafe,2016-11-17,Sí
869,Bar Ibañez,Bar,2,Madrid Norte,2017-06-29,Sí
870,Bar Español,Bar,8,Getafe,2021-03-02,Sí
871,Tienda Palomo,Tienda,10,Móstoles,2016-10-13,Sí
872,Bar Ferrer,Bar,4,Madrid Este,2024-09-24,No
873,Gasolinera Avilés,Gasolinera,8,Getafe,2018-03-03,Sí
874,Bar Cobos,Bar,2,Madrid Norte,2022-03-04,Sí
875,Tienda Garriga,Tienda,3,Madrid Sur,2016-07-29,Sí
876,Bar Capdevila,Bar,3,Madrid Sur,2020-12-10,Sí
877,Gasolinera Alarcón,Gasolinera,9,Leganés,2019-01-22,Sí
878,Restaurante Sola,Restaurante,1,Madrid Centro,2025-07-07,Sí
879,Bar Barriga,Bar,7,San Sebastián de los Reyes,2025-06-21,Sí
880,Supermercado Palomino,Supermercado,1,Madrid Centro,2021-03-15,Sí
881,Bar Gilabert,Bar,1,Madrid Centro,2018-08-10,Sí
882,Restaurante Cisneros,Restaurante,2,Madrid Norte,2020-06-27,Sí
883,Gasolinera Echevarría,Gasolinera,10,Móstoles,2022-10-24,Sí
884,Gasolinera Roldan,Gasolinera,10,Móstoles,2023-05-15,Sí
885,Restaurante Benavent,Restaurante,7,San Sebastián de los Reyes,2020-02-04,Sí
886,Tienda Camacho,Tienda,6,Alcobendas,2024-11-07,Sí
887,Bar Ariño,Bar,3,Madrid Sur,2025-03-12,Sí
888,Tienda Salamanca,Tienda,9,Leganés,2021-02-12,Sí
889,Tienda Saldaña,Tienda,3,Madrid Sur,2018-07-20,Sí
890,Tienda Marcos,Tienda,5,Madrid Oeste,2019-03-09,Sí
891,Bar Méndez,Bar,2,Madrid Norte,2020-07-30,Sí
892,Tienda Camps,Tienda,5,Madrid Oeste,2023-10-18,Sí
893,Restaurante Girón,Restaurante,11,Alcorcón,2019-07-18,Sí
894,Bar Berrocal,Bar,3,Madrid Sur,2024-06-16,No
895,Tienda Garrido,Tienda,2,Madrid Norte,2016-12-01,No
896,Bar Heredia,Bar,1,Madrid Centro,2020-07-06,Sí
897,Bar Murillo,Bar,3,Madrid Sur,2021-01-01,Sí
898,Bar Ayala,Bar,1,Madrid Centro,2025-06-02,Sí
899,Gasolinera García,Gasolinera,6,Alcobendas,2019-02-20,Sí
900,Tienda Zorrilla,Tienda,1,Madrid Centro,2023-12-01,Sí
901,Restaurante Carbó,Restaurante,3,Madrid Sur,2024-08-22,Sí
902,Supermercado Barroso,Supermercado,5,Madrid Oeste,2018-03-30,No
903,Restaurante Arjona,Restaurante,8,Getafe,2024-12-11,Sí
904,Tienda Galán,Tienda,4,Madrid Este,2024-06-27,Sí
905,Bar Plana,Bar,6,Alcobendas,2024-10-15,Sí
906,Bar Peral,Bar,1,Madrid Centro,2020-05-09,Sí
907,Bar Peinado,Bar,5,Madrid Oeste,2021-03-22,Sí
908,Bar Clemente,Bar,12,Fuenlabrada,2018-11-27,Sí
909,Tienda Simó,Tienda,4,Madrid Este,2023-02-26,Sí
910,Restaurante Tovar,Restaurante,7,San Sebastián de los Reyes,2023-12-28,No
911,Tienda Aller,Tienda,8,Getafe,2018-11-08,Sí
912,Restaurante Gomila,Restaurante,7,San Sebastián de los Reyes,2021-03-13,Sí
913,Restaurante Alegria,Restaurante,2,Madrid Norte,2022-01-30,Sí
914,Gasolinera Otero,Gasolinera,7,San Sebastián de los Reyes,2017-06-26,Sí
915,Bar Armas,Bar,9,Leganés,2023-12-06,Sí
916,Tienda Haro,Tienda,3,Madrid Sur,2024-05-11,Sí
917,Bar Maldonado,Bar,4,Madrid Este,2020-02-11,No
918,Tienda Hurtado,Tienda,9,Leganés,2017-02-20,No
919,Supermercado Gil,Supermercado,5,Madrid Oeste,2020-03-03,Sí
920,Bar Salom,Bar,2,Madrid Norte,2022-08-24,Sí
921,Bar Jordá,Bar,12,Fuenlabrada,2025-05-11,Sí
922,Bar Larrea,Bar,4,Madrid Este,2023-04-05,Sí
923,Bar Palomares,Bar,6,Alcobendas,2023-11-27,Sí
924,Bar Gelabert,Bar,1,Madrid Centro,2021-02-08,Sí
925,Tienda Macías,Tienda,6,Alcobendas,2019-03-04,Sí
926,Supermercado Simó,Supermercado,5,Madrid Oeste,2022-10-31,No
927,Bar Frutos,Bar,7,San Sebastián de los Reyes,2023-07-09,Sí
928,Gasolinera Nicolás,Gasolinera,1,Madrid Centro,2025-08-12,Sí
929,Bar Riba,Bar,8,Getafe,2025-10-17,Sí
930,Bar Oliveras,Bar,2,Madrid Norte,2025-09-15,Sí
931,Bar Campo,Bar,9,Leganés,2020-01-20,Sí
932,Tienda Azorin,Tienda,5,Madrid Oeste,2025-10-12,Sí
933,Restaurante Tovar,Restaurante,1,Madrid Centro,2025-12-18,Sí
934,Restaurante Pareja,Restaurante,2,Madrid Norte,2017-03-31,Sí
935,Restaurante Artigas,Restaurante,1,Madrid Centro,2022-09-24,Sí
936,Supermercado Osorio,Supermercado,4,Madrid Este,2024-11-07,Sí
937,Bar Bolaños,Bar,12,Fuenlabrada,2017-05-10,No
938,Restaurante Luz,Restaurante,11,Alcorcón,2025-10-07,Sí
939,Bar Miró,Bar,4,Madrid Este,2026-03-09,Sí
940,Supermercado Paredes,Supermercado,2,Madrid Norte,2018-12-21,Sí
941,Bar Salcedo,Bar,5,Madrid Oeste,2024-09-11,Sí
942,Restaurante Río,Restaurante,9,Leganés,2018-10-31,Sí
943,Bar Villanueva,Bar,2,Madrid Norte,2018-02-01,Sí
944,Supermercado Saura,Supermercado,4,Madrid Este,2019-10-11,Sí
945,Restaurante Poza,Restaurante,1,Madrid Centro,2024-03-02,Sí
946,Bar Palmer,Bar,7,San Sebastián de los Reyes,2021-07-07,Sí
947,Bar Lara,Bar,4,Madrid Este,2021-07-08,No
948,Bar Vélez,Bar,7,San Sebastián de los Reyes,2017-02-25,Sí
949,Tienda Acuña,Tienda,1,Madrid Centro,2022-11-02,Sí
950,Tienda Mínguez,Tienda,11,Alcorcón,2022-02-13,Sí
951,Supermercado Guitart,Supermercado,2,Madrid Norte,2017-04-04,Sí
952,Supermercado Bellido,Supermercado,8,Getafe,2025-03-22,Sí
953,Bar Alcázar,Bar,1,Madrid Centro,2023-01-07,No
954,Bar Lucas,Bar,3,Madrid Sur,2023-10-14,Sí
955,Supermercado Cuéllar,Supermercado,3,Madrid Sur,2024-06-09,Sí
956,Tienda Vilalta,Tienda,10,Móstoles,2018-06-14,Sí
957,Bar Iñiguez,Bar,5,Madrid Oeste,2019-10-02,No
958,Tienda Mateos,Tienda,8,Getafe,2020-11-26,Sí
959,Bar Vigil,Bar,2,Madrid Norte,2024-03-15,Sí
960,Gasolinera Naranjo,Gasolinera,5,Madrid Oeste,2025-12-25,Sí
961,Bar Nuñez,Bar,3,Madrid Sur,2025-11-07,Sí
962,Bar Diéguez,Bar,9,Leganés,2024-08-01,No
963,Tienda Adadia,Tienda,11,Alcorcón,2017-05-10,Sí
964,Restaurante Pineda,Restaurante,8,Getafe,2017-09-20,Sí
965,Gasolinera Iglesias,Gasolinera,2,Madrid Norte,2017-11-17,Sí
966,Tienda Giménez,Tienda,9,Leganés,2023-02-04,Sí
967,Tienda Peral,Tienda,1,Madrid Centro,2017-11-19,Sí
968,Gasolinera Luna,Gasolinera,10,Móstoles,2017-12-17,No
969,Bar Belda,Bar,3,Madrid Sur,2020-07-25,Sí
970,Bar Collado,Bar,7,San Sebastián de los Reyes,2020-01-05,Sí
971,Tienda Lerma,Tienda,7,San Sebastián de los Reyes,2021-04-19,Sí
972,Tienda Bonilla,Tienda,3,Madrid Sur,2020-10-29,No
973,Tienda Ayala,Tienda,6,Alcobendas,2018-11-22,Sí
974,Supermercado Cardona,Supermercado,1,Madrid Centro,2024-11-11,Sí
975,Restaurante Martínez,Restaurante,11,Alcorcón,2024-09-11,Sí
976,Bar Arjona,Bar,5,Madrid Oeste,2021-07-24,Sí
977,Supermercado Gallo,Supermercado,1,Madrid Centro,2016-07-01,Sí
978,Gasolinera Codina,Gasolinera,1,Madrid Centro,2023-09-19,Sí
979,Supermercado Sanjuan,Supermercado,2,Madrid Norte,2016-09-12,Sí
980,Supermercado Yáñez,Supermercado,8,Getafe,2017-09-14,Sí
981,Supermercado Pinedo,Supermercado,12,Fuenlabrada,2024-02-25,Sí
982,Bar Saez,Bar,7,San Sebastián de los Reyes,2026-05-19,Sí
983,Tienda Figuerola,Tienda,4,Madrid Este,2017-06-06,Sí
984,Bar Porcel,Bar,7,San Sebastián de los Reyes,2023-05-29,Sí
985,Bar Donoso,Bar,4,Madrid Este,2022-08-08,Sí
986,Tienda Puig,Tienda,2,Madrid Norte,2020-04-09,Sí
987,Bar Sosa,Bar,7,San Sebastián de los Reyes,2025-01-05,Sí
988,Gasolinera Baena,Gasolinera,1,Madrid Centro,2022-08-26,Sí
989,Bar Murcia,Bar,9,Leganés,2020-06-11,Sí
990,Bar Ortiz,Bar,1,Madrid Centro,2024-05-04,Sí
991,Bar Diaz,Bar,1,Madrid Centro,2023-05-06,Sí
992,Bar Manuel,Bar,8,Getafe,2024-05-09,Sí
993,Restaurante Nuñez,Restaurante,10,Móstoles,2022-05-04,Sí
994,Bar Pardo,Bar,5,Madrid Oeste,2018-10-04,Sí
995,Bar Castells,Bar,3,Madrid Sur,2016-12-09,Sí
996,Supermercado Fuentes,Supermercado,1,Madrid Centro,2023-02-26,Sí
997,Tienda Moreno,Tienda,7,San Sebastián de los Reyes,2024-11-28,Sí
998,Bar Perera,Bar,3,Madrid Sur,2022-09-11,Sí
999,Restaurante Aragón,Restaurante,1,Madrid Centro,2023-05-20,Sí
1000,Bar Gonzalez,Bar,5,Madrid Oeste,2019-01-20,Sí
1001,Bar Linares,Bar,5,Madrid Oeste,2016-09-02,Sí
1002,Bar Velázquez,Bar,8,Getafe,2021-10-09,Sí
1003,Supermercado Isern,Supermercado,1,Madrid Centro,2025-07-06,Sí
1004,Tienda Aguilar,Tienda,8,Getafe,2016-06-20,Sí
1005,Bar Ponce,Bar,5,Madrid Oeste,2019-05-14,Sí
1006,Supermercado Mosquera,Supermercado,3,Madrid Sur,2025-02-02,No
1007,Bar Barco,Bar,6,Alcobendas,2023-10-24,Sí
1008,Gasolinera Botella,Gasolinera,1,Madrid Centro,2024-08-31,Sí
1009,Supermercado Perea,Supermercado,5,Madrid Oeste,2018-02-28,Sí
1010,Tienda Ramis,Tienda,3,Madrid Sur,2025-07-28,Sí
1011,Supermercado Belda,Supermercado,12,Fuenlabrada,2019-10-26,Sí
1012,Gasolinera Gargallo,Gasolinera,6,Alcobendas,2022-02-18,Sí
1013,Bar Rincón,Bar,11,Alcorcón,2022-11-10,Sí
1014,Bar Mesa,Bar,1,Madrid Centro,2018-02-21,Sí
1015,Restaurante Urrutia,Restaurante,1,Madrid Centro,2026-04-23,Sí
1016,Tienda Franch,Tienda,4,Madrid Este,2024-12-19,Sí
1017,Bar Castrillo,Bar,1,Madrid Centro,2023-02-19,No
1018,Tienda Villa,Tienda,2,Madrid Norte,2018-11-10,Sí
1019,Bar Camps,Bar,1,Madrid Centro,2019-01-25,Sí
1020,Restaurante Domingo,Restaurante,10,Móstoles,2018-06-14,Sí
1021,Bar Torrents,Bar,7,San Sebastián de los Reyes,2020-07-08,Sí
1022,Tienda Salmerón,Tienda,5,Madrid Oeste,2020-06-22,Sí
1023,Bar Ribera,Bar,3,Madrid Sur,2024-11-22,Sí
1024,Tienda Álvaro,Tienda,9,Leganés,2019-10-31,Sí
1025,Bar Cabezas,Bar,1,Madrid Centro,2018-05-01,Sí
1026,Bar Bas,Bar,10,Móstoles,2022-05-02,Sí
1027,Bar Oliveras,Bar,5,Madrid Oeste,2026-04-16,Sí
1028,Gasolinera Calvet,Gasolinera,10,Móstoles,2023-06-08,Sí
1029,Bar Salvador,Bar,4,Madrid Este,2022-04-27,Sí
1030,Gasolinera Riba,Gasolinera,8,Getafe,2017-09-20,Sí
1031,Bar España,Bar,3,Madrid Sur,2016-12-20,No
1032,Supermercado Cuesta,Supermercado,2,Madrid Norte,2023-05-25,Sí
1033,Supermercado Pacheco,Supermercado,2,Madrid Norte,2019-11-21,Sí
1034,Bar Villanueva,Bar,6,Alcobendas,2024-10-29,Sí
1035,Gasolinera Casares,Gasolinera,9,Leganés,2023-10-10,Sí
1036,Tienda Asensio,Tienda,12,Fuenlabrada,2019-11-25,No
1037,Bar Cobos,Bar,9,Leganés,2022-09-13,Sí
1038,Tienda Gargallo,Tienda,3,Madrid Sur,2018-05-13,No
1039,Bar Monreal,Bar,4,Madrid Este,2024-07-05,Sí
1040,Restaurante Cabanillas,Restaurante,9,Leganés,2019-10-24,Sí
1041,Gasolinera Velasco,Gasolinera,7,San Sebastián de los Reyes,2025-01-03,Sí
1042,Tienda Sala,Tienda,1,Madrid Centro,2019-12-14,Sí
1043,Restaurante Bayona,Restaurante,3,Madrid Sur,2024-06-06,Sí
1044,Tienda Escribano,Tienda,1,Madrid Centro,2025-01-01,Sí
1045,Restaurante Benet,Restaurante,12,Fuenlabrada,2021-11-14,Sí
1046,Restaurante Valdés,Restaurante,3,Madrid Sur,2016-07-24,Sí
1047,Bar Vicens,Bar,6,Alcobendas,2022-12-17,Sí
1048,Restaurante Medina,Restaurante,7,San Sebastián de los Reyes,2025-12-23,Sí
1049,Bar Solís,Bar,8,Getafe,2025-08-19,No
1050,Tienda Larrañaga,Tienda,7,San Sebastián de los Reyes,2022-04-10,Sí
1051,Restaurante Pacheco,Restaurante,4,Madrid Este,2024-12-29,Sí
1052,Restaurante Martín,Restaurante,3,Madrid Sur,2022-07-23,Sí
1053,Gasolinera Olmedo,Gasolinera,5,Madrid Oeste,2017-08-16,Sí
1054,Tienda Bauzà,Tienda,5,Madrid Oeste,2026-01-04,Sí
1055,Supermercado Herrero,Supermercado,5,Madrid Oeste,2023-12-11,Sí
1056,Bar Mancebo,Bar,5,Madrid Oeste,2021-09-12,Sí
1057,Bar Morillo,Bar,8,Getafe,2019-03-29,No
1058,Bar Muñoz,Bar,5,Madrid Oeste,2018-09-12,Sí
1059,Supermercado Talavera,Supermercado,6,Alcobendas,2016-09-22,Sí
1060,Bar Lucena,Bar,9,Leganés,2017-01-02,Sí
1061,Tienda Pedro,Tienda,2,Madrid Norte,2023-10-12,Sí
1062,Gasolinera Garmendia,Gasolinera,8,Getafe,2017-09-29,Sí
1063,Bar Rey,Bar,6,Alcobendas,2016-08-12,Sí
1064,Bar Sandoval,Bar,4,Madrid Este,2018-11-25,Sí
1065,Bar Donoso,Bar,2,Madrid Norte,2021-09-09,Sí
1066,Bar Priego,Bar,9,Leganés,2023-05-12,Sí
1067,Restaurante Pavón,Restaurante,11,Alcorcón,2020-05-15,Sí
1068,Restaurante Acosta,Restaurante,1,Madrid Centro,2020-01-31,Sí
1069,Bar Alba,Bar,7,San Sebastián de los Reyes,2019-08-20,Sí
1070,Gasolinera Guerrero,Gasolinera,8,Getafe,2018-08-04,Sí
1071,Bar Aramburu,Bar,1,Madrid Centro,2017-11-01,Sí
1072,Bar Criado,Bar,5,Madrid Oeste,2021-01-28,Sí
1073,Tienda Prats,Tienda,2,Madrid Norte,2022-10-31,No
1074,Restaurante Luna,Restaurante,5,Madrid Oeste,2023-12-07,Sí
1075,Bar Barceló,Bar,8,Getafe,2023-09-02,Sí
1076,Restaurante Carbajo,Restaurante,2,Madrid Norte,2018-07-05,Sí
1077,Restaurante Rosselló,Restaurante,1,Madrid Centro,2025-02-25,Sí
1078,Gasolinera Luna,Gasolinera,4,Madrid Este,2022-10-30,Sí
1079,Tienda Sebastián,Tienda,1,Madrid Centro,2023-11-21,Sí
1080,Bar Palomino,Bar,3,Madrid Sur,2021-01-25,Sí
1081,Bar Alberdi,Bar,3,Madrid Sur,2023-06-05,Sí
1082,Gasolinera Llorente,Gasolinera,7,San Sebastián de los Reyes,2024-09-06,Sí
1083,Supermercado Pi,Supermercado,8,Getafe,2021-08-31,Sí
1084,Tienda Martinez,Tienda,1,Madrid Centro,2018-11-04,Sí
1085,Gasolinera Río,Gasolinera,4,Madrid Este,2017-10-15,Sí
1086,Bar Vaquero,Bar,3,Madrid Sur,2024-08-20,Sí
1087,Tienda Murillo,Tienda,3,Madrid Sur,2023-08-16,Sí
1088,Gasolinera Osuna,Gasolinera,7,San Sebastián de los Reyes,2017-08-15,Sí
1089,Restaurante Gabaldón,Restaurante,10,Móstoles,2021-03-02,Sí
1090,Bar Barrena,Bar,7,San Sebastián de los Reyes,2021-08-30,Sí
1091,Gasolinera Quirós,Gasolinera,10,Móstoles,2023-05-20,Sí
1092,Restaurante Corbacho,Restaurante,4,Madrid Este,2024-03-11,Sí
1093,Bar Arteaga,Bar,6,Alcobendas,2022-08-04,Sí
1094,Gasolinera Amor,Gasolinera,8,Getafe,2022-12-21,Sí
1095,Supermercado Cerezo,Supermercado,8,Getafe,2020-09-09,Sí
1096,Supermercado Toledo,Supermercado,7,San Sebastián de los Reyes,2025-08-18,Sí
1097,Tienda Peña,Tienda,1,Madrid Centro,2018-10-26,Sí
1098,Tienda Fuertes,Tienda,3,Madrid Sur,2019-04-22,Sí
1099,Bar Pizarro,Bar,7,San Sebastián de los Reyes,2018-01-20,Sí
1100,Bar Barrio,Bar,2,Madrid Norte,2020-11-04,Sí
1101,Supermercado Valverde,Supermercado,7,San Sebastián de los Reyes,2019-03-27,Sí
1102,Bar Moreno,Bar,10,Móstoles,2018-09-18,No
1103,Restaurante Julián,Restaurante,1,Madrid Centro,2022-05-14,Sí
1104,Bar Cuadrado,Bar,5,Madrid Oeste,2017-06-07,Sí
1105,Restaurante Girona,Restaurante,4,Madrid Este,2025-10-18,Sí
1106,Gasolinera Barriga,Gasolinera,3,Madrid Sur,2023-03-02,Sí
1107,Bar Escolano,Bar,1,Madrid Centro,2019-05-20,Sí
1108,Tienda Páez,Tienda,6,Alcobendas,2021-04-15,Sí
1109,Tienda Toro,Tienda,2,Madrid Norte,2023-04-15,Sí
1110,Supermercado Girón,Supermercado,4,Madrid Este,2024-08-31,Sí
1111,Tienda Nieto,Tienda,3,Madrid Sur,2026-04-23,Sí
1112,Bar Poza,Bar,2,Madrid Norte,2019-03-21,Sí
1113,Bar Barceló,Bar,12,Fuenlabrada,2025-09-03,Sí
1114,Restaurante Tovar,Restaurante,12,Fuenlabrada,2018-06-16,No
1115,Bar Alemany,Bar,6,Alcobendas,2020-01-05,Sí
1116,Tienda Céspedes,Tienda,7,San Sebastián de los Reyes,2019-05-24,Sí
1117,Bar Falcón,Bar,3,Madrid Sur,2025-06-26,Sí
1118,Restaurante Cózar,Restaurante,4,Madrid Este,2017-12-25,Sí
1119,Gasolinera Cañas,Gasolinera,7,San Sebastián de los Reyes,2022-11-03,Sí
1120,Tienda Bolaños,Tienda,5,Madrid Oeste,2020-02-02,Sí
1121,Bar Suarez,Bar,12,Fuenlabrada,2016-11-20,Sí
1122,Bar Villalonga,Bar,4,Madrid Este,2024-07-14,Sí
1123,Tienda Ayuso,Tienda,10,Móstoles,2016-09-26,Sí
1124,Bar Marcos,Bar,9,Leganés,2023-08-27,Sí
1125,Supermercado Álamo,Supermercado,1,Madrid Centro,2019-11-30,Sí
1126,Bar Tamayo,Bar,6,Alcobendas,2023-02-13,Sí
1127,Bar Osuna,Bar,2,Madrid Norte,2023-12-22,Sí
1128,Tienda Valenciano,Tienda,8,Getafe,2020-02-15,Sí
1129,Bar Comas,Bar,5,Madrid Oeste,2020-09-26,Sí
1130,Bar Nogués,Bar,1,Madrid Centro,2018-07-22,Sí
1131,Tienda Agudo,Tienda,7,San Sebastián de los Reyes,2022-02-16,Sí
1132,Gasolinera Olivé,Gasolinera,5,Madrid Oeste,2026-04-16,Sí
1133,Bar Carvajal,Bar,12,Fuenlabrada,2016-10-09,Sí
1134,Tienda Cid,Tienda,8,Getafe,2016-11-22,No
1135,Tienda España,Tienda,4,Madrid Este,2026-05-28,Sí
1136,Bar Díez,Bar,6,Alcobendas,2019-12-31,Sí
1137,Restaurante Durán,Restaurante,3,Madrid Sur,2017-09-21,Sí
1138,Bar Real,Bar,3,Madrid Sur,2021-08-30,Sí
