venta_id,pedido_id,fecha_id,fecha_entrega,cliente_id,empleado_id,producto_id,cantidad,precio_unitario,coste_unitario,importe,coste_total,beneficio,estado_pedido,dias_entrega,fecha,mes
44925,114499,20240625,2024-06-28,377,8,21,12,3.52,1.44,42.24,17.28,24.96,Entregado,3.0,2024-06-25,6
44926,114499,20240625,2024-06-28,377,8,7,20,4.06,2.33,81.2,46.6,34.6,Entregado,3.0,2024-06-25,6
44927,114500,20221020,2022-10-23,567,16,27,43,2.28,0.94,98.04,40.42,57.62,Entregado,3.0,2022-10-20,10
44928,114500,20221020,2022-10-23,567,16,13,37,1.69,0.7,62.53,25.9,36.63,Entregado,3.0,2022-10-20,10
44929,114500,20221020,2022-10-23,567,16,15,29,4.1,1.66,118.9,48.14,70.76,Entregado,3.0,2022-10-20,10
44930,114501,20250225,2025-02-28,1430,15,9,18,4.51,1.63,81.18,29.34,51.84,Entregado,3.0,2025-02-25,2
44931,114501,20250225,2025-02-28,1430,15,4,7,2.04,1.15,14.28,8.05,6.23,Entregado,3.0,2025-02-25,2
44932,114501,20250225,2025-02-28,1430,15,15,16,4.1,1.66,65.6,26.56,39.04,Entregado,3.0,2025-02-25,2
44933,114502,20211221,2021-12-24,844,10,25,14,3.77,2.3,52.78,32.2,20.58,Entregado,3.0,2021-12-21,12
44934,114502,20211221,2021-12-24,844,10,7,10,4.06,2.33,40.6,23.3,17.3,Entregado,3.0,2021-12-21,12
44935,114502,20211221,2021-12-24,844,10,9,10,4.51,1.63,45.1,16.3,28.8,Entregado,3.0,2021-12-21,12
44936,114502,20211221,2021-12-24,844,10,15,15,4.1,1.66,61.5,24.9,36.6,Entregado,3.0,2021-12-21,12
44937,114503,20221215,2022-12-16,1135,8,14,5,2.97,1.79,14.85,8.95,5.9,Entregado,1.0,2022-12-15,12
44938,114504,20241113,2024-11-15,148,9,17,2,2.85,1.2,5.7,2.4,3.3,Entregado,2.0,2024-11-13,11
44939,114504,20241113,2024-11-15,148,9,22,9,5.89,2.57,53.01,23.13,29.88,Entregado,2.0,2024-11-13,11
44940,114504,20241113,2024-11-15,148,9,10,8,2.73,1.51,21.84,12.08,9.76,Entregado,2.0,2024-11-13,11
44941,114505,20230228,2023-03-02,1236,8,17,5,2.85,1.2,14.25,6.0,8.25,Entregado,2.0,2023-02-28,2
44942,114505,20230228,2023-03-02,1236,8,25,6,3.77,2.3,22.62,13.8,8.82,Entregado,2.0,2023-02-28,2
44943,114506,20250421,2025-04-22,1497,10,16,9,2.1,0.81,18.9,7.29,11.61,Entregado,1.0,2025-04-21,4
44944,114506,20250421,2025-04-22,1497,10,12,6,2.54,1.32,15.24,7.92,7.32,Entregado,1.0,2025-04-21,4
44945,114506,20250421,2025-04-22,1497,10,2,9,1.88,0.92,16.92,8.28,8.64,Entregado,1.0,2025-04-21,4
44946,114506,20250421,2025-04-22,1497,10,23,10,5.17,2.71,51.7,27.1,24.6,Entregado,1.0,2025-04-21,4
44947,114506,20250421,2025-04-22,1497,10,15,5,4.1,1.66,20.5,8.3,12.2,Entregado,1.0,2025-04-21,4
44948,114506,20250421,2025-04-22,1497,10,7,5,4.06,2.33,20.3,11.65,8.65,Entregado,1.0,2025-04-21,4
44949,114507,20241024,2024-10-27,631,11,11,7,3.07,1.49,21.49,10.43,11.06,Entregado,3.0,2024-10-24,10
44950,114507,20241024,2024-10-27,631,11,27,10,2.28,0.94,22.8,9.4,13.4,Entregado,3.0,2024-10-24,10
44951,114507,20241024,2024-10-27,631,11,21,7,3.52,1.44,24.64,10.08,14.56,Entregado,3.0,2024-10-24,10
44952,114508,20250912,2025-09-13,1172,13,2,4,1.88,0.92,7.52,3.68,3.84,Entregado,1.0,2025-09-12,9
44953,114508,20250912,2025-09-13,1172,13,15,9,4.1,1.66,36.9,14.94,21.96,Entregado,1.0,2025-09-12,9
44954,114509,20230929,2023-10-02,1564,8,25,10,3.77,2.3,37.7,23.0,14.7,Entregado,3.0,2023-09-29,9
44955,114509,20230929,2023-10-02,1564,8,17,9,2.85,1.2,25.65,10.8,14.85,Entregado,3.0,2023-09-29,9
44956,114509,20230929,2023-10-02,1564,8,21,8,3.52,1.44,28.16,11.52,16.64,Entregado,3.0,2023-09-29,9
44957,114509,20230929,2023-10-02,1564,8,11,8,3.07,1.49,24.56,11.92,12.64,Entregado,3.0,2023-09-29,9
44958,114510,20231211,2023-12-12,753,9,8,2,4.1,2.41,8.2,4.82,3.38,Entregado,1.0,2023-12-11,12
44959,114510,20231211,2023-12-12,753,9,21,6,3.52,1.44,21.12,8.64,12.48,Entregado,1.0,2023-12-11,12
44960,114510,20231211,2023-12-12,753,9,20,5,2.98,1.26,14.9,6.3,8.6,Entregado,1.0,2023-12-11,12
44961,114510,20231211,2023-12-12,753,9,7,7,4.06,2.33,28.42,16.31,12.11,Entregado,1.0,2023-12-11,12
44962,114511,20250324,2025-03-25,830,14,1,41,2.27,1.15,93.07,47.15,45.92,Entregado,1.0,2025-03-24,3
44963,114511,20250324,2025-03-25,830,14,6,26,5.2,2.27,135.2,59.02,76.18,Entregado,1.0,2025-03-24,3
44964,114511,20250324,2025-03-25,830,14,2,48,1.88,0.92,90.24,44.16,46.08,Entregado,1.0,2025-03-24,3
44965,114512,20240304,2024-03-07,567,16,19,25,2.13,1.26,53.25,31.5,21.75,Entregado,3.0,2024-03-04,3
44966,114512,20240304,2024-03-07,567,16,10,43,2.73,1.51,117.39,64.93,52.46,Entregado,3.0,2024-03-04,3
44967,114512,20240304,2024-03-07,567,16,3,26,2.51,0.94,65.26,24.44,40.82,Entregado,3.0,2024-03-04,3
44968,114513,20231205,2023-12-07,1751,10,9,5,4.51,1.63,22.55,8.15,14.4,Entregado,2.0,2023-12-05,12
44969,114513,20231205,2023-12-07,1751,10,23,19,5.17,2.71,98.23,51.49,46.74,Entregado,2.0,2023-12-05,12
44970,114513,20231205,2023-12-07,1751,10,2,17,1.88,0.92,31.96,15.64,16.32,Entregado,2.0,2023-12-05,12
44971,114513,20231205,2023-12-07,1751,10,22,14,5.89,2.57,82.46,35.98,46.48,Entregado,2.0,2023-12-05,12
44972,114513,20231205,2023-12-07,1751,10,7,12,4.06,2.33,48.72,27.96,20.76,Entregado,2.0,2023-12-05,12
44973,114513,20231205,2023-12-07,1751,10,17,4,2.85,1.2,11.4,4.8,6.6,Entregado,2.0,2023-12-05,12
44974,114514,20210111,2021-01-12,1138,15,11,27,3.07,1.49,82.89,40.23,42.66,Entregado,1.0,2021-01-11,1
44975,114514,20210111,2021-01-12,1138,15,28,33,1.22,0.68,40.26,22.44,17.82,Entregado,1.0,2021-01-11,1
44976,114515,20241011,2024-10-13,1479,9,27,37,2.28,0.94,84.36,34.78,49.58,Entregado,2.0,2024-10-11,10
44977,114515,20241011,2024-10-13,1479,9,3,23,2.51,0.94,57.73,21.62,36.11,Entregado,2.0,2024-10-11,10
44978,114516,20230817,2023-08-18,1775,8,26,5,1.47,0.56,7.35,2.8,4.55,Entregado,1.0,2023-08-17,8
44979,114516,20230817,2023-08-18,1775,8,5,16,2.19,0.79,35.04,12.64,22.4,Entregado,1.0,2023-08-17,8
44980,114516,20230817,2023-08-18,1775,8,16,10,2.1,0.81,21.0,8.1,12.9,Entregado,1.0,2023-08-17,8
44981,114517,20250116,2025-01-18,874,13,3,20,2.51,0.94,50.2,18.8,31.4,Entregado,2.0,2025-01-16,1
44982,114517,20250116,2025-01-18,874,13,8,11,4.1,2.41,45.1,26.51,18.59,Entregado,2.0,2025-01-16,1
44983,114517,20250116,2025-01-18,874,13,10,11,2.73,1.51,30.03,16.61,13.42,Entregado,2.0,2025-01-16,1
44984,114518,20240529,2024-05-31,3,13,18,11,3.38,1.58,37.18,17.38,19.8,Entregado,2.0,2024-05-29,5
44985,114518,20240529,2024-05-31,3,13,21,6,3.52,1.44,21.12,8.64,12.48,Entregado,2.0,2024-05-29,5
44986,114518,20240529,2024-05-31,3,13,19,8,2.13,1.26,17.04,10.08,6.96,Entregado,2.0,2024-05-29,5
44987,114518,20240529,2024-05-31,3,13,7,12,4.06,2.33,48.72,27.96,20.76,Entregado,2.0,2024-05-29,5
44988,114519,20251212,2025-12-13,807,8,22,18,5.89,2.57,106.02,46.26,59.76,Entregado,1.0,2025-12-12,12
44989,114519,20251212,2025-12-13,807,8,11,18,3.07,1.49,55.26,26.82,28.44,Entregado,1.0,2025-12-12,12
44990,114520,20220929,2022-09-30,163,8,18,4,3.38,1.58,13.52,6.32,7.2,Entregado,1.0,2022-09-29,9
44991,114520,20220929,2022-09-30,163,8,4,5,2.04,1.15,10.2,5.75,4.45,Entregado,1.0,2022-09-29,9
44992,114520,20220929,2022-09-30,163,8,14,2,2.97,1.79,5.94,3.58,2.36,Entregado,1.0,2022-09-29,9
44993,114520,20220929,2022-09-30,163,8,16,3,2.1,0.81,6.3,2.43,3.87,Entregado,1.0,2022-09-29,9
44994,114520,20220929,2022-09-30,163,8,6,9,5.2,2.27,46.8,20.43,26.37,Entregado,1.0,2022-09-29,9
44995,114521,20240617,2024-06-18,810,8,26,20,1.47,0.56,29.4,11.2,18.2,Entregado,1.0,2024-06-17,6
44996,114521,20240617,2024-06-18,810,8,22,19,5.89,2.57,111.91,48.83,63.08,Entregado,1.0,2024-06-17,6
44997,114521,20240617,2024-06-18,810,8,14,12,2.97,1.79,35.64,21.48,14.16,Entregado,1.0,2024-06-17,6
44998,114522,20250220,2025-02-23,1109,12,3,3,2.51,0.94,7.53,2.82,4.71,Entregado,3.0,2025-02-20,2
44999,114523,20240119,2024-01-22,716,11,15,13,4.1,1.66,53.3,21.58,31.72,Entregado,3.0,2024-01-19,1
45000,114523,20240119,2024-01-22,716,11,20,9,2.98,1.26,26.82,11.34,15.48,Entregado,3.0,2024-01-19,1
45001,114523,20240119,2024-01-22,716,11,7,7,4.06,2.33,28.42,16.31,12.11,Entregado,3.0,2024-01-19,1
45002,114524,20240516,2024-05-17,203,8,1,12,2.27,1.15,27.24,13.8,13.44,Entregado,1.0,2024-05-16,5
45003,114524,20240516,2024-05-17,203,8,14,8,2.97,1.79,23.76,14.32,9.44,Entregado,1.0,2024-05-16,5
45004,114524,20240516,2024-05-17,203,8,11,2,3.07,1.49,6.14,2.98,3.16,Entregado,1.0,2024-05-16,5
45005,114525,20240924,2024-09-27,397,10,6,10,5.2,2.27,52.0,22.7,29.3,Entregado,3.0,2024-09-24,9
45006,114525,20240924,2024-09-27,397,10,15,8,4.1,1.66,32.8,13.28,19.52,Entregado,3.0,2024-09-24,9
45007,114525,20240924,2024-09-27,397,10,22,4,5.89,2.57,23.56,10.28,13.28,Entregado,3.0,2024-09-24,9
45008,114526,20240301,2024-03-03,71,8,14,9,2.97,1.79,26.73,16.11,10.62,Entregado,2.0,2024-03-01,3
45009,114527,20250903,2025-09-06,711,16,27,5,2.28,0.94,11.4,4.7,6.7,Entregado,3.0,2025-09-03,9
45010,114528,20211013,2021-10-15,132,10,15,18,4.1,1.66,73.8,29.88,43.92,Entregado,2.0,2021-10-13,10
45011,114528,20211013,2021-10-15,132,10,13,8,1.69,0.7,13.52,5.6,7.92,Entregado,2.0,2021-10-13,10
45012,114528,20211013,2021-10-15,132,10,24,9,3.67,2.07,33.03,18.63,14.4,Entregado,2.0,2021-10-13,10
45013,114528,20211013,2021-10-15,132,10,28,9,1.22,0.68,10.98,6.12,4.86,Entregado,2.0,2021-10-13,10
45014,114529,20230118,2023-01-19,1606,16,1,2,2.27,1.15,4.54,2.3,2.24,Entregado,1.0,2023-01-18,1
45015,114529,20230118,2023-01-19,1606,16,9,3,4.51,1.63,13.53,4.89,8.64,Entregado,1.0,2023-01-18,1
45016,114530,20250109,2025-01-10,48,12,5,3,2.19,0.79,6.57,2.37,4.2,Entregado,1.0,2025-01-09,1
45017,114531,20250502,2025-05-05,37,11,21,17,3.52,1.44,59.84,24.48,35.36,Entregado,3.0,2025-05-02,5
45018,114531,20250502,2025-05-05,37,11,24,15,3.67,2.07,55.05,31.05,24.0,Entregado,3.0,2025-05-02,5
45019,114531,20250502,2025-05-05,37,11,16,15,2.1,0.81,31.5,12.15,19.35,Entregado,3.0,2025-05-02,5
45020,114532,20230609,2023-06-10,1485,15,14,44,2.97,1.79,130.68,78.76,51.92,Entregado,1.0,2023-06-09,6
45021,114533,20210510,2021-05-12,1439,10,26,8,1.47,0.56,11.76,4.48,7.28,Entregado,2.0,2021-05-10,5
45022,114533,20210510,2021-05-12,1439,10,13,2,1.69,0.7,3.38,1.4,1.98,Entregado,2.0,2021-05-10,5
45023,114534,20250523,2025-05-25,89,9,13,5,1.69,0.7,8.45,3.5,4.95,Entregado,2.0,2025-05-23,5
45024,114534,20250523,2025-05-25,89,9,15,8,4.1,1.66,32.8,13.28,19.52,Entregado,2.0,2025-05-23,5
45025,114534,20250523,2025-05-25,89,9,4,8,2.04,1.15,16.32,9.2,7.12,Entregado,2.0,2025-05-23,5
45026,114534,20250523,2025-05-25,89,9,24,8,3.67,2.07,29.36,16.56,12.8,Entregado,2.0,2025-05-23,5
45027,114534,20250523,2025-05-25,89,9,11,6,3.07,1.49,18.42,8.94,9.48,Entregado,2.0,2025-05-23,5
45028,114534,20250523,2025-05-25,89,9,3,3,2.51,0.94,7.53,2.82,4.71,Entregado,2.0,2025-05-23,5
45029,114535,20230907,2023-09-10,906,16,2,7,1.88,0.92,13.16,6.44,6.72,Entregado,3.0,2023-09-07,9
45030,114535,20230907,2023-09-10,906,16,1,10,2.27,1.15,22.7,11.5,11.2,Entregado,3.0,2023-09-07,9
45031,114535,20230907,2023-09-10,906,16,17,8,2.85,1.2,22.8,9.6,13.2,Entregado,3.0,2023-09-07,9
45032,114536,20220310,2022-03-11,808,11,6,4,5.2,2.27,20.8,9.08,11.72,Entregado,1.0,2022-03-10,3
45033,114536,20220310,2022-03-11,808,11,15,8,4.1,1.66,32.8,13.28,19.52,Entregado,1.0,2022-03-10,3
45034,114536,20220310,2022-03-11,808,11,2,5,1.88,0.92,9.4,4.6,4.8,Entregado,1.0,2022-03-10,3
45035,114536,20220310,2022-03-11,808,11,1,8,2.27,1.15,18.16,9.2,8.96,Entregado,1.0,2022-03-10,3
45036,114536,20220310,2022-03-11,808,11,18,4,3.38,1.58,13.52,6.32,7.2,Entregado,1.0,2022-03-10,3
45037,114537,20240731,2024-08-03,1741,10,27,8,2.28,0.94,18.24,7.52,10.72,Entregado,3.0,2024-07-31,7
45038,114537,20240731,2024-08-03,1741,10,11,8,3.07,1.49,24.56,11.92,12.64,Entregado,3.0,2024-07-31,7
45039,114537,20240731,2024-08-03,1741,10,26,11,1.47,0.56,16.17,6.16,10.01,Entregado,3.0,2024-07-31,7
45040,114537,20240731,2024-08-03,1741,10,20,4,2.98,1.26,11.92,5.04,6.88,Entregado,3.0,2024-07-31,7
45041,114538,20230619,2023-06-20,1009,11,26,7,1.47,0.56,10.29,3.92,6.37,Entregado,1.0,2023-06-19,6
45042,114538,20230619,2023-06-20,1009,11,2,12,1.88,0.92,22.56,11.04,11.52,Entregado,1.0,2023-06-19,6
45043,114538,20230619,2023-06-20,1009,11,22,11,5.89,2.57,64.79,28.27,36.52,Entregado,1.0,2023-06-19,6
45044,114538,20230619,2023-06-20,1009,11,9,6,4.51,1.63,27.06,9.78,17.28,Entregado,1.0,2023-06-19,6
45045,114539,20220110,2022-01-11,1234,11,6,27,5.2,2.27,140.4,61.29,79.11,Entregado,1.0,2022-01-10,1
45046,114539,20220110,2022-01-11,1234,11,10,17,2.73,1.51,46.41,25.67,20.74,Entregado,1.0,2022-01-10,1
45047,114540,20220812,2022-08-15,869,8,26,17,1.47,0.56,24.99,9.52,15.47,Entregado,3.0,2022-08-12,8
45048,114540,20220812,2022-08-15,869,8,2,6,1.88,0.92,11.28,5.52,5.76,Entregado,3.0,2022-08-12,8
45049,114540,20220812,2022-08-15,869,8,9,12,4.51,1.63,54.12,19.56,34.56,Entregado,3.0,2022-08-12,8
45050,114540,20220812,2022-08-15,869,8,1,17,2.27,1.15,38.59,19.55,19.04,Entregado,3.0,2022-08-12,8
45051,114541,20231006,2023-10-08,1231,15,8,27,4.1,2.41,110.7,65.07,45.63,Entregado,2.0,2023-10-06,10
45052,114542,20240109,2024-01-12,1092,11,8,4,4.1,2.41,16.4,9.64,6.76,Entregado,3.0,2024-01-09,1
45053,114543,20250509,2025-05-11,1353,11,5,3,2.19,0.79,6.57,2.37,4.2,Entregado,2.0,2025-05-09,5
45054,114543,20250509,2025-05-11,1353,11,28,10,1.22,0.68,12.2,6.8,5.4,Entregado,2.0,2025-05-09,5
45055,114543,20250509,2025-05-11,1353,11,27,4,2.28,0.94,9.12,3.76,5.36,Entregado,2.0,2025-05-09,5
45056,114544,20250526,2025-05-27,1968,11,4,2,2.04,1.15,4.08,2.3,1.78,Entregado,1.0,2025-05-26,5
45057,114544,20250526,2025-05-27,1968,11,15,5,4.1,1.66,20.5,8.3,12.2,Entregado,1.0,2025-05-26,5
45058,114545,20240213,2024-02-14,1176,16,26,3,1.47,0.56,4.41,1.68,2.73,Entregado,1.0,2024-02-13,2
45059,114545,20240213,2024-02-14,1176,16,18,6,3.38,1.58,20.28,9.48,10.8,Entregado,1.0,2024-02-13,2
45060,114545,20240213,2024-02-14,1176,16,11,2,3.07,1.49,6.14,2.98,3.16,Entregado,1.0,2024-02-13,2
45061,114546,20210924,2021-09-25,442,14,26,2,1.47,0.56,2.94,1.12,1.82,Entregado,1.0,2021-09-24,9
45062,114546,20210924,2021-09-25,442,14,19,2,2.13,1.26,4.26,2.52,1.74,Entregado,1.0,2021-09-24,9
45063,114547,20230929,2023-09-30,1105,17,5,2,2.19,0.79,4.38,1.58,2.8,Entregado,1.0,2023-09-29,9
45064,114547,20230929,2023-09-30,1105,17,28,10,1.22,0.68,12.2,6.8,5.4,Entregado,1.0,2023-09-29,9
45065,114547,20230929,2023-09-30,1105,17,25,10,3.77,2.3,37.7,23.0,14.7,Entregado,1.0,2023-09-29,9
45066,114548,20210324,2021-03-26,1128,16,14,17,2.97,1.79,50.49,30.43,20.06,Entregado,2.0,2021-03-24,3
45067,114548,20210324,2021-03-26,1128,16,5,13,2.19,0.79,28.47,10.27,18.2,Entregado,2.0,2021-03-24,3
45068,114548,20210324,2021-03-26,1128,16,25,13,3.77,2.3,49.01,29.9,19.11,Entregado,2.0,2021-03-24,3
45069,114548,20210324,2021-03-26,1128,16,8,5,4.1,2.41,20.5,12.05,8.45,Entregado,2.0,2021-03-24,3
45070,114549,20220309,2022-03-10,271,9,3,5,2.51,0.94,12.55,4.7,7.85,Entregado,1.0,2022-03-09,3
45071,114549,20220309,2022-03-10,271,9,14,10,2.97,1.79,29.7,17.9,11.8,Entregado,1.0,2022-03-09,3
45072,114549,20220309,2022-03-10,271,9,27,5,2.28,0.94,11.4,4.7,6.7,Entregado,1.0,2022-03-09,3
45073,114549,20220309,2022-03-10,271,9,21,5,3.52,1.44,17.6,7.2,10.4,Entregado,1.0,2022-03-09,3
45074,114549,20220309,2022-03-10,271,9,23,12,5.17,2.71,62.04,32.52,29.52,Entregado,1.0,2022-03-09,3
45075,114550,20241111,2024-11-12,547,10,27,11,2.28,0.94,25.08,10.34,14.74,Entregado,1.0,2024-11-11,11
45076,114551,20250129,2025-01-31,1787,9,9,9,4.51,1.63,40.59,14.67,25.92,Entregado,2.0,2025-01-29,1
45077,114551,20250129,2025-01-31,1787,9,19,14,2.13,1.26,29.82,17.64,12.18,Entregado,2.0,2025-01-29,1
45078,114552,20230607,2023-06-10,1113,17,27,3,2.28,0.94,6.84,2.82,4.02,Incidencia,3.0,2023-06-07,6
45079,114552,20230607,2023-06-10,1113,17,26,3,1.47,0.56,4.41,1.68,2.73,Incidencia,3.0,2023-06-07,6
45080,114553,20230825,2023-08-26,873,8,5,9,2.19,0.79,19.71,7.11,12.6,Entregado,1.0,2023-08-25,8
45081,114553,20230825,2023-08-26,873,8,9,6,4.51,1.63,27.06,9.78,17.28,Entregado,1.0,2023-08-25,8
45082,114553,20230825,2023-08-26,873,8,28,7,1.22,0.68,8.54,4.76,3.78,Entregado,1.0,2023-08-25,8
45083,114554,20250304,2025-03-07,717,16,8,8,4.1,2.41,32.8,19.28,13.52,Entregado,3.0,2025-03-04,3
45084,114554,20250304,2025-03-07,717,16,24,5,3.67,2.07,18.35,10.35,8.0,Entregado,3.0,2025-03-04,3
45085,114554,20250304,2025-03-07,717,16,20,5,2.98,1.26,14.9,6.3,8.6,Entregado,3.0,2025-03-04,3
45086,114554,20250304,2025-03-07,717,16,6,8,5.2,2.27,41.6,18.16,23.44,Entregado,3.0,2025-03-04,3
45087,114555,20240418,2024-04-20,1355,9,10,2,2.73,1.51,5.46,3.02,2.44,Entregado,2.0,2024-04-18,4
45088,114555,20240418,2024-04-20,1355,9,1,10,2.27,1.15,22.7,11.5,11.2,Entregado,2.0,2024-04-18,4
45089,114555,20240418,2024-04-20,1355,9,27,10,2.28,0.94,22.8,9.4,13.4,Entregado,2.0,2024-04-18,4
45090,114556,20210525,2021-05-27,961,17,19,37,2.13,1.26,78.81,46.62,32.19,Entregado,2.0,2021-05-25,5
45091,114556,20210525,2021-05-27,961,17,3,46,2.51,0.94,115.46,43.24,72.22,Entregado,2.0,2021-05-25,5
45092,114557,20210723,2021-07-26,753,9,26,7,1.47,0.56,10.29,3.92,6.37,Entregado,3.0,2021-07-23,7
45093,114557,20210723,2021-07-26,753,9,3,9,2.51,0.94,22.59,8.46,14.13,Entregado,3.0,2021-07-23,7
45094,114557,20210723,2021-07-26,753,9,13,8,1.69,0.7,13.52,5.6,7.92,Entregado,3.0,2021-07-23,7
45095,114558,20240919,2024-09-20,1388,8,20,8,2.98,1.26,23.84,10.08,13.76,Entregado,1.0,2024-09-19,9
45096,114558,20240919,2024-09-20,1388,8,15,11,4.1,1.66,45.1,18.26,26.84,Entregado,1.0,2024-09-19,9
45097,114558,20240919,2024-09-20,1388,8,23,4,5.17,2.71,20.68,10.84,9.84,Entregado,1.0,2024-09-19,9
45098,114559,20250610,2025-06-11,1554,14,26,21,1.47,0.56,30.87,11.76,19.11,Entregado,1.0,2025-06-10,6
45099,114560,20250707,2025-07-08,1826,15,28,5,1.22,0.68,6.1,3.4,2.7,Entregado,1.0,2025-07-07,7
45100,114560,20250707,2025-07-08,1826,15,22,11,5.89,2.57,64.79,28.27,36.52,Entregado,1.0,2025-07-07,7
45101,114560,20250707,2025-07-08,1826,15,10,3,2.73,1.51,8.19,4.53,3.66,Entregado,1.0,2025-07-07,7
45102,114560,20250707,2025-07-08,1826,15,27,10,2.28,0.94,22.8,9.4,13.4,Entregado,1.0,2025-07-07,7
45103,114561,20250225,2025-02-27,975,15,6,5,5.2,2.27,26.0,11.35,14.65,Entregado,2.0,2025-02-25,2
45104,114561,20250225,2025-02-27,975,15,13,4,1.69,0.7,6.76,2.8,3.96,Entregado,2.0,2025-02-25,2
45105,114561,20250225,2025-02-27,975,15,2,10,1.88,0.92,18.8,9.2,9.6,Entregado,2.0,2025-02-25,2
45106,114561,20250225,2025-02-27,975,15,16,9,2.1,0.81,18.9,7.29,11.61,Entregado,2.0,2025-02-25,2
45107,114561,20250225,2025-02-27,975,15,26,8,1.47,0.56,11.76,4.48,7.28,Entregado,2.0,2025-02-25,2
45108,114562,20240523,2024-05-26,881,15,11,45,3.07,1.49,138.15,67.05,71.1,Entregado,3.0,2024-05-23,5
45109,114562,20240523,2024-05-26,881,15,20,47,2.98,1.26,140.06,59.22,80.84,Entregado,3.0,2024-05-23,5
45110,114562,20240523,2024-05-26,881,15,14,41,2.97,1.79,121.77,73.39,48.38,Entregado,3.0,2024-05-23,5
45111,114563,20240816,2024-08-18,1939,14,4,8,2.04,1.15,16.32,9.2,7.12,Entregado,2.0,2024-08-16,8
45112,114563,20240816,2024-08-18,1939,14,1,4,2.27,1.15,9.08,4.6,4.48,Entregado,2.0,2024-08-16,8
45113,114563,20240816,2024-08-18,1939,14,24,10,3.67,2.07,36.7,20.7,16.0,Entregado,2.0,2024-08-16,8
45114,114563,20240816,2024-08-18,1939,14,23,2,5.17,2.71,10.34,5.42,4.92,Entregado,2.0,2024-08-16,8
45115,114563,20240816,2024-08-18,1939,14,19,6,2.13,1.26,12.78,7.56,5.22,Entregado,2.0,2024-08-16,8
45116,114563,20240816,2024-08-18,1939,14,10,5,2.73,1.51,13.65,7.55,6.1,Entregado,2.0,2024-08-16,8
45117,114564,20241014,2024-10-16,110,13,25,6,3.77,2.3,22.62,13.8,8.82,Entregado,2.0,2024-10-14,10
45118,114564,20241014,2024-10-16,110,13,20,6,2.98,1.26,17.88,7.56,10.32,Entregado,2.0,2024-10-14,10
45119,114564,20241014,2024-10-16,110,13,17,6,2.85,1.2,17.1,7.2,9.9,Entregado,2.0,2024-10-14,10
45120,114564,20241014,2024-10-16,110,13,21,11,3.52,1.44,38.72,15.84,22.88,Entregado,2.0,2024-10-14,10
45121,114564,20241014,2024-10-16,110,13,4,5,2.04,1.15,10.2,5.75,4.45,Entregado,2.0,2024-10-14,10
45122,114565,20221115,2022-11-17,1870,10,2,11,1.88,0.92,20.68,10.12,10.56,Entregado,2.0,2022-11-15,11
45123,114565,20221115,2022-11-17,1870,10,1,12,2.27,1.15,27.24,13.8,13.44,Entregado,2.0,2022-11-15,11
45124,114565,20221115,2022-11-17,1870,10,4,15,2.04,1.15,30.6,17.25,13.35,Entregado,2.0,2022-11-15,11
45125,114565,20221115,2022-11-17,1870,10,24,15,3.67,2.07,55.05,31.05,24.0,Entregado,2.0,2022-11-15,11
45126,114566,20231219,2023-12-20,1066,12,28,5,1.22,0.68,6.1,3.4,2.7,Entregado,1.0,2023-12-19,12
45127,114566,20231219,2023-12-20,1066,12,22,3,5.89,2.57,17.67,7.71,9.96,Entregado,1.0,2023-12-19,12
45128,114566,20231219,2023-12-20,1066,12,23,9,5.17,2.71,46.53,24.39,22.14,Entregado,1.0,2023-12-19,12
45129,114567,20220411,2022-04-13,219,8,5,6,2.19,0.79,13.14,4.74,8.4,Entregado,2.0,2022-04-11,4
45130,114567,20220411,2022-04-13,219,8,19,6,2.13,1.26,12.78,7.56,5.22,Entregado,2.0,2022-04-11,4
45131,114568,20240220,2024-02-21,1884,13,10,19,2.73,1.51,51.87,28.69,23.18,Entregado,1.0,2024-02-20,2
45132,114568,20240220,2024-02-21,1884,13,11,10,3.07,1.49,30.7,14.9,15.8,Entregado,1.0,2024-02-20,2
45133,114569,20251006,2025-10-09,1815,12,28,8,1.22,0.68,9.76,5.44,4.32,Entregado,3.0,2025-10-06,10
45134,114569,20251006,2025-10-09,1815,12,19,3,2.13,1.26,6.39,3.78,2.61,Entregado,3.0,2025-10-06,10
45135,114569,20251006,2025-10-09,1815,12,27,9,2.28,0.94,20.52,8.46,12.06,Entregado,3.0,2025-10-06,10
45136,114569,20251006,2025-10-09,1815,12,13,3,1.69,0.7,5.07,2.1,2.97,Entregado,3.0,2025-10-06,10
45137,114570,20240207,2024-02-09,1143,11,16,8,2.1,0.81,16.8,6.48,10.32,Entregado,2.0,2024-02-07,2
45138,114570,20240207,2024-02-09,1143,11,4,11,2.04,1.15,22.44,12.65,9.79,Entregado,2.0,2024-02-07,2
45139,114570,20240207,2024-02-09,1143,11,2,9,1.88,0.92,16.92,8.28,8.64,Entregado,2.0,2024-02-07,2
45140,114570,20240207,2024-02-09,1143,11,9,12,4.51,1.63,54.12,19.56,34.56,Entregado,2.0,2024-02-07,2
45141,114571,20250129,2025-01-31,1907,13,7,8,4.06,2.33,32.48,18.64,13.84,Entregado,2.0,2025-01-29,1
45142,114571,20250129,2025-01-31,1907,13,4,7,2.04,1.15,14.28,8.05,6.23,Entregado,2.0,2025-01-29,1
45143,114571,20250129,2025-01-31,1907,13,1,10,2.27,1.15,22.7,11.5,11.2,Entregado,2.0,2025-01-29,1
