productividad_id,fecha_id,empleado_id,pedidos_gestionados,importe_vendido,objetivo_diario,cumplimiento_pct
4941,20230711,9,2,538.22,689,78.12
4942,20230711,10,1,219.61,1082,20.3
4943,20230711,11,2,126.04,1653,7.62
4944,20230711,12,1,47.65,815,5.85
4945,20230711,13,3,219.09,1570,13.95
4946,20230711,14,3,94.2,653,14.43
4947,20230711,16,1,121.79,1032,11.8
4948,20230712,8,2,241.45,1084,22.27
4949,20230712,10,2,167.76999999999998,1158,14.49
4950,20230712,11,4,290.93,988,29.45
4951,20230712,13,1,36.510000000000005,1224,2.98
4952,20230712,14,2,290.86,1228,23.69
4953,20230712,15,1,47.6,631,7.54
4954,20230712,16,1,73.6,931,7.91
4955,20230713,8,3,245.73,1189,20.67
4956,20230713,9,4,448.6,766,58.56
4957,20230713,10,1,66.28,1709,3.88
4958,20230713,13,1,59.71,998,5.98
4959,20230713,14,3,218.4,1383,15.79
4960,20230713,15,2,162.25,1099,14.76
4961,20230713,16,1,43.94,859,5.12
4962,20230714,8,2,118.79,1012,11.74
4963,20230714,9,5,312.65,1550,20.17
4964,20230714,10,2,45.82,1319,3.47
4965,20230714,11,1,160.16,1258,12.73
4966,20230714,12,1,0.0,1493,0.0
4967,20230714,14,2,187.7,1190,15.77
4968,20230714,15,1,44.38,882,5.03
4969,20230714,16,1,21.16,1081,1.96
4970,20230717,8,2,215.34,1215,17.72
4971,20230717,9,2,140.45,1226,11.46
4972,20230717,10,3,380.38,706,53.88
4973,20230717,12,3,494.27,985,50.18
4974,20230717,13,3,257.08,1640,15.68
4975,20230717,14,1,77.94999999999999,1626,4.79
4976,20230717,15,3,170.7,1296,13.17
4977,20230718,8,5,636.53,677,94.02
4978,20230718,9,1,20.57,1226,1.68
4979,20230718,10,1,21.44,1677,1.28
4980,20230718,11,2,143.47,1459,9.83
4981,20230718,12,3,164.55,1528,10.77
4982,20230718,15,3,235.9,1664,14.18
4983,20230718,16,1,49.7,1045,4.76
4984,20230719,8,3,301.34,745,40.45
4985,20230719,9,3,202.03,947,21.33
4986,20230719,10,5,911.29,615,148.18
4987,20230719,11,3,167.32,626,26.73
4988,20230719,12,2,86.51,1067,8.11
4989,20230719,13,1,52.3,1045,5.0
4990,20230719,14,3,560.3199999999999,1347,41.6
4991,20230719,15,5,395.73,1339,29.55
4992,20230719,16,2,143.47,1272,11.28
4993,20230720,8,5,479.32,1560,30.73
4994,20230720,9,2,316.98,1278,24.8
4995,20230720,10,2,427.19,1216,35.13
4996,20230720,11,4,333.21,1204,27.68
4997,20230720,12,1,27.05,1200,2.25
4998,20230720,13,1,22.92,1151,1.99
4999,20230720,14,1,59.51,1372,4.34
5000,20230720,15,1,28.68,1716,1.67
5001,20230721,8,9,705.21,1562,45.15
5002,20230721,9,7,745.9,1240,60.15
5003,20230721,10,4,790.3,1481,53.36
5004,20230721,11,1,75.97,1373,5.53
5005,20230721,12,1,25.85,1092,2.37
5006,20230721,13,1,123.47,1142,10.81
5007,20230721,16,1,48.91,652,7.5
5008,20230724,8,1,17.08,1006,1.7
5009,20230724,9,2,389.76,851,45.8
5010,20230724,10,4,445.98,816,54.65
5011,20230724,11,4,827.0100000000001,1089,75.94
5012,20230724,13,1,114.3,874,13.08
5013,20230724,14,1,68.12,954,7.14
5014,20230724,15,1,48.26,1363,3.54
5015,20230724,16,2,67.87,893,7.6
5016,20230725,8,2,85.88,1527,5.62
5017,20230725,9,5,452.77,1040,43.54
5018,20230725,10,2,141.95,818,17.35
5019,20230725,11,1,38.37,1787,2.15
5020,20230725,12,3,224.29,1773,12.65
5021,20230725,13,3,494.57,1598,30.95
5022,20230725,14,4,232.38,816,28.48
5023,20230725,15,4,293.36,616,47.62
5024,20230725,16,2,274.46000000000004,807,34.01
5025,20230725,17,2,406.35,1582,25.69
5026,20230726,8,2,303.76,1274,23.84
5027,20230726,9,2,116.47,1744,6.68
5028,20230726,10,4,444.56,1008,44.1
5029,20230726,11,2,116.45,1423,8.18
5030,20230726,15,4,188.72,1014,18.61
5031,20230726,16,2,81.18,1493,5.44
5032,20230726,17,1,71.19,1455,4.89
5033,20230727,8,2,118.02,669,17.64
5034,20230727,9,4,285.16,753,37.87
5035,20230727,10,5,535.5699999999999,674,79.46
5036,20230727,11,5,705.95,1538,45.9
5037,20230727,14,1,36.42,1294,2.81
5038,20230727,15,4,267.4,1051,25.44
5039,20230727,16,1,38.08,808,4.71
5040,20230728,8,4,931.19,1472,63.26
5041,20230728,9,1,13.23,826,1.6
5042,20230728,10,4,479.24,820,58.44
5043,20230728,11,2,233.61,1668,14.01
5044,20230728,12,4,280.88,769,36.53
5045,20230728,13,1,65.36,1121,5.83
5046,20230728,14,4,207.35,1228,16.89
5047,20230728,15,1,89.09,1729,5.15
5048,20230728,16,1,40.37,1322,3.05
5049,20230728,17,1,92.09,1570,5.87
5050,20230731,8,4,242.23,1264,19.16
5051,20230731,9,3,166.74,1516,11.0
5052,20230731,10,3,413.7,934,44.29
5053,20230731,12,2,135.31,1345,10.06
5054,20230731,13,2,375.07,1418,26.45
5055,20230731,15,1,0.0,644,0.0
5056,20230731,16,2,125.2,1056,11.86
5057,20230731,17,3,206.8,1593,12.98
5058,20230801,8,5,571.27,1297,44.05
5059,20230801,9,1,245.27,1349,18.18
5060,20230801,10,1,31.78,1234,2.58
5061,20230801,12,3,144.64,914,15.82
5062,20230801,13,1,133.42,721,18.5
5063,20230801,14,2,277.68,1774,15.65
5064,20230801,15,3,350.49,1135,30.88
5065,20230801,16,3,239.71,657,36.49
5066,20230802,8,4,540.36,1709,31.62
5067,20230802,9,1,49.32,662,7.45
5068,20230802,10,1,56.27,995,5.66
5069,20230802,11,3,189.9,1272,14.93
5070,20230802,12,3,375.87,1020,36.85
5071,20230802,13,1,422.93,1609,26.29
5072,20230802,15,2,116.37,1346,8.65
5073,20230802,16,1,83.03,1777,4.67
5074,20230803,8,1,56.42,1559,3.62
5075,20230803,10,7,771.89,1428,54.05
5076,20230803,11,4,435.1,1153,37.74
5077,20230803,12,3,371.97,1413,26.32
5078,20230803,13,1,61.61,655,9.41
5079,20230803,14,3,299.57,752,39.84
5080,20230803,15,2,468.35,635,73.76
5081,20230803,16,2,223.78,910,24.59
5082,20230804,8,3,300.82,684,43.98
5083,20230804,9,2,119.27,1682,7.09
5084,20230804,10,3,148.25,1315,11.27
5085,20230804,14,2,196.57,1791,10.98
5086,20230804,15,2,271.77,1793,15.16
5087,20230804,16,2,176.8,917,19.28
5088,20230804,17,1,62.72,664,9.45
5089,20230807,8,3,208.09,1561,13.33
5090,20230807,9,2,162.06,1297,12.49
5091,20230807,10,1,105.74,1522,6.95
5092,20230807,11,2,208.29,960,21.7
5093,20230807,12,3,229.51,1145,20.04
5094,20230807,13,1,55.18,1419,3.89
5095,20230807,14,2,90.14,818,11.02
5096,20230807,15,4,693.4200000000001,788,88.0
5097,20230807,16,5,246.17,824,29.88
5098,20230808,8,2,207.01,1199,17.27
5099,20230808,9,4,300.31,863,34.8
5100,20230808,10,2,110.0,1555,7.07
5101,20230808,11,1,52.68,603,8.74
5102,20230808,12,1,65.18,853,7.64
5103,20230808,13,4,542.36,639,84.88
5104,20230808,15,4,205.32,1461,14.05
5105,20230808,16,1,91.92,707,13.0
5106,20230808,17,1,118.96,1016,11.71
5107,20230809,8,5,702.84,1329,52.88
5108,20230809,9,1,113.9,1142,9.97
5109,20230809,10,1,90.93,1475,6.16
5110,20230809,11,1,35.15,602,5.84
5111,20230809,12,3,167.93,816,20.58
5112,20230809,14,1,77.8,1499,5.19
5113,20230809,15,4,553.1800000000001,828,66.81
5114,20230809,16,1,83.47,1643,5.08
5115,20230809,17,1,60.31,1166,5.17
5116,20230810,8,7,734.99,1482,49.59
5117,20230810,9,2,106.24,1780,5.97
5118,20230810,10,3,368.2,1003,36.71
5119,20230810,11,3,149.76999999999998,1165,12.86
5120,20230810,12,2,766.71,910,84.25
5121,20230810,13,2,240.4,1001,24.02
5122,20230810,14,1,5.08,852,0.6
5123,20230810,15,3,381.99,1440,26.53
5124,20230810,16,3,340.95,1384,24.64
5125,20230810,17,1,97.93,1734,5.65
5126,20230811,8,4,296.48,1015,29.21
5127,20230811,9,2,94.05,1075,8.75
5128,20230811,10,1,195.23,1000,19.52
5129,20230811,11,8,677.1,701,96.59
5130,20230811,12,1,96.13,1219,7.89
5131,20230811,13,2,301.34,1163,25.91
5132,20230811,15,4,318.17,1308,24.32
5133,20230811,16,1,86.71,1286,6.74
5134,20230811,17,1,64.13,1443,4.44
5135,20230814,8,3,406.74,1454,27.97
5136,20230814,9,1,13.42,1264,1.06
5137,20230814,10,3,260.33,1378,18.89
5138,20230814,11,1,186.96,921,20.3
5139,20230814,12,1,115.99,975,11.9
5140,20230814,13,1,106.4,1044,10.19
5141,20230814,14,4,241.35,1778,13.57
5142,20230814,16,1,54.47,1284,4.24
5143,20230816,8,6,400.54,1031,38.85
5144,20230816,9,5,659.29,1740,37.89
5145,20230816,10,2,171.87,651,26.4
5146,20230816,11,3,209.68,1746,12.01
5147,20230816,12,5,505.66,986,51.28
5148,20230816,13,3,123.12,1644,7.49
5149,20230816,14,4,903.38,1086,83.18
5150,20230816,15,1,55.45,880,6.3
5151,20230816,16,2,183.71,701,26.21
5152,20230817,8,3,308.83,846,36.5
5153,20230817,9,3,319.65,1108,28.85
5154,20230817,10,2,122.42,687,17.82
5155,20230817,11,1,155.12,1412,10.99
5156,20230817,12,1,54.72,714,7.66
5157,20230817,13,1,31.86,1318,2.42
5158,20230817,14,2,239.56,689,34.77
5159,20230817,15,2,197.28,1497,13.18
5160,20230817,16,1,18.52,1344,1.38
5161,20230818,9,4,268.92,1552,17.33
5162,20230818,11,2,29.42,1786,1.65
5163,20230818,12,2,120.82,1462,8.26
5164,20230818,13,1,94.4,1426,6.62
5165,20230818,14,1,21.0,1332,1.58
5166,20230818,15,3,249.76,1596,15.65
5167,20230818,17,2,289.5,1220,23.73
5168,20230821,8,1,154.95,916,16.92
5169,20230821,10,1,80.02,1478,5.41
5170,20230821,12,3,79.0,1574,5.02
5171,20230821,13,3,118.01,1737,6.79
5172,20230821,14,1,15.86,1613,0.98
5173,20230821,15,4,254.43,1090,23.34
5174,20230821,16,2,269.18,1072,25.11
5175,20230821,17,2,373.26,1719,21.71
5176,20230822,8,5,647.42,1300,49.8
5177,20230822,9,5,219.65,1673,13.13
5178,20230822,10,1,427.24,808,52.88
5179,20230822,11,3,430.12,1255,34.27
5180,20230822,15,3,333.3,1184,28.15
5181,20230822,16,2,162.01,861,18.82
5182,20230823,8,2,169.0,1130,14.96
5183,20230823,9,4,681.7,1657,41.14
5184,20230823,10,3,637.42,1425,44.73
5185,20230823,11,3,178.73000000000002,969,18.44
5186,20230823,12,4,633.0600000000001,716,88.42
5187,20230823,13,2,93.1,1528,6.09
5188,20230823,14,2,214.35,1232,17.4
5189,20230823,15,4,193.2,1235,15.64
5190,20230823,16,1,43.92,899,4.89
5191,20230824,8,3,193.93,1639,11.83
5192,20230824,9,5,284.8,1224,23.27
5193,20230824,10,1,118.31,651,18.17
5194,20230824,11,3,70.86,1113,6.37
5195,20230824,12,3,253.81,1309,19.39
5196,20230824,13,3,237.7,1572,15.12
5197,20230824,14,1,104.63,1515,6.91
5198,20230824,15,7,463.17,1120,41.35
5199,20230824,16,1,410.27,1527,26.87
5200,20230825,8,3,249.04,970,25.67
5201,20230825,9,2,115.2,867,13.29
5202,20230825,10,6,392.62,1741,22.55
5203,20230825,11,1,115.41,1382,8.35
5204,20230825,12,2,125.68,1034,12.15
5205,20230825,13,2,413.4,1247,33.15
5206,20230825,14,2,338.79,1550,21.86
5207,20230825,15,4,272.74,1458,18.71
5208,20230825,16,1,103.45,1395,7.42
5209,20230828,9,2,125.91,704,17.88
5210,20230828,10,3,521.47,1097,47.54
5211,20230828,11,2,135.87,974,13.95
5212,20230828,12,2,361.38,1018,35.5
5213,20230828,13,2,236.6,1665,14.21
5214,20230828,14,1,114.61,1330,8.62
5215,20230828,15,4,238.92,1551,15.4
5216,20230829,8,1,22.46,1704,1.32
5217,20230829,9,2,57.42,842,6.82
5218,20230829,10,1,27.04,1032,2.62
5219,20230829,11,1,137.57,1628,8.45
5220,20230829,12,5,523.96,1453,36.06
5221,20230829,13,4,353.95,1318,26.86
5222,20230829,14,2,55.42,833,6.65
5223,20230829,15,4,366.69,847,43.29
5224,20230829,16,2,250.2,1432,17.47
5225,20230829,17,1,40.56,904,4.49
5226,20230830,8,4,506.72,845,59.97
5227,20230830,9,4,363.48,1566,23.21
5228,20230830,10,1,19.48,636,3.06
5229,20230830,11,1,245.54,1733,14.17
5230,20230830,12,4,250.48,1257,19.93
5231,20230830,15,2,159.94,1171,13.66
5232,20230830,16,2,262.34000000000003,1418,18.5
5233,20230830,17,1,12.28,1209,1.02
5234,20230831,8,3,444.35,1510,29.43
5235,20230831,10,7,425.4,1066,39.91
5236,20230831,11,4,373.24,1277,29.23
5237,20230831,12,1,36.38,1755,2.07
5238,20230831,13,2,124.76,1278,9.76
5239,20230831,15,4,344.9,1025,33.65
5240,20230831,17,1,0.0,1468,0.0
5241,20230901,8,3,531.67,647,82.17
5242,20230901,9,4,322.76,1789,18.04
5243,20230901,10,4,585.13,1316,44.46
5244,20230901,11,1,160.16,1597,10.03
5245,20230901,12,1,138.26,1233,11.21
5246,20230901,13,3,567.45,1683,33.72
5247,20230901,15,4,186.58,1564,11.93
5248,20230901,16,1,53.63999999999999,861,6.23
5249,20230904,8,2,117.6,929,12.66
5250,20230904,9,2,72.81,969,7.51
5251,20230904,10,5,633.32,1175,53.9
5252,20230904,11,3,312.55,1527,20.47
5253,20230904,13,2,260.58,675,38.6
5254,20230904,14,1,24.73,1119,2.21
5255,20230904,15,2,159.03,601,26.46
5256,20230904,16,4,252.59,897,28.16
5257,20230904,17,2,85.55,1410,6.07
5258,20230905,8,3,259.31,750,34.57
5259,20230905,9,2,106.46,1238,8.6
5260,20230905,10,4,259.38,1376,18.85
5261,20230905,11,1,146.57,915,16.02
5262,20230905,12,1,82.11,1315,6.24
5263,20230905,13,1,60.03,1626,3.69
5264,20230905,14,4,186.17,1145,16.26
5265,20230905,15,3,416.02,668,62.28
5266,20230905,16,1,89.74,1309,6.86
5267,20230906,8,1,0.0,1114,0.0
5268,20230906,9,2,766.51,1652,46.4
5269,20230906,13,2,508.81,1329,38.29
5270,20230906,14,1,79.18,783,10.11
5271,20230906,15,5,478.19,1792,26.68
5272,20230906,17,1,27.65,1446,1.91
5273,20230907,8,1,102.4,1789,5.72
5274,20230907,9,3,340.18,1154,29.48
5275,20230907,10,2,130.33,1706,7.64
5276,20230907,11,1,200.04,611,32.74
5277,20230907,12,1,84.06,1370,6.14
5278,20230907,13,1,143.44,1244,11.53
5279,20230907,14,1,71.63,1696,4.22
5280,20230907,15,3,155.24,1573,9.87
5281,20230907,16,1,58.66,837,7.01
5282,20230908,8,2,151.76999999999998,854,17.77
5283,20230908,9,3,192.15,1336,14.38
5284,20230908,10,2,546.84,1626,33.63
5285,20230908,11,3,176.93,1024,17.28
5286,20230908,12,3,474.0,1466,32.33
5287,20230908,13,4,189.79,815,23.29
5288,20230908,15,3,528.71,656,80.6
5289,20230908,16,1,27.3,924,2.95
5290,20230911,8,3,203.75,844,24.14
5291,20230911,9,2,297.47,853,34.87
5292,20230911,10,2,193.67,679,28.52
5293,20230911,11,1,47.57,1626,2.93
5294,20230911,12,4,127.11,1382,9.2
5295,20230911,13,1,575.8100000000001,1380,41.73
5296,20230911,14,3,167.93,1196,14.04
5297,20230911,15,6,366.26,1170,31.3
5298,20230911,16,1,8.52,677,1.26
5299,20230911,17,1,75.48,1514,4.99
5300,20230912,8,2,175.78,789,22.28
5301,20230912,9,4,313.2,1141,27.45
5302,20230912,10,1,70.68,756,9.35
5303,20230912,11,4,222.78,1271,17.53
5304,20230912,12,1,138.97,1120,12.41
5305,20230912,13,1,45.21,1282,3.53
5306,20230912,14,2,671.16,1179,56.93
5307,20230912,15,1,0.0,1720,0.0
5308,20230912,16,3,363.48,950,38.26
5309,20230913,8,2,177.09,863,20.52
5310,20230913,9,6,491.54,1256,39.14
5311,20230913,10,2,143.19,1425,10.05
5312,20230913,11,1,182.67,1144,15.97
5313,20230913,12,2,93.46,1441,6.49
5314,20230913,13,1,178.0,836,21.29
5315,20230913,15,3,421.38,1702,24.76
5316,20230913,16,1,41.6,1595,2.61
5317,20230913,17,1,46.81,1641,2.85
5318,20230914,8,2,97.33,745,13.06
5319,20230914,9,1,102.32,785,13.03
5320,20230914,10,2,347.46,1031,33.7
5321,20230914,11,1,247.28,890,27.78
5322,20230914,12,3,538.02,1085,49.59
5323,20230914,13,3,162.07,1249,12.98
5324,20230914,14,2,283.35,814,34.81
5325,20230914,15,1,44.02,1466,3.0
5326,20230914,16,2,212.27,1427,14.88
5327,20230915,8,2,362.25,768,47.17
5328,20230915,9,1,211.5,730,28.97
5329,20230915,10,4,311.6,1621,19.22
5330,20230915,13,1,94.82,696,13.62
5331,20230915,14,3,228.31,1068,21.38
5332,20230915,15,5,306.06,1094,27.98
5333,20230915,16,2,143.0,1672,8.55
5334,20230918,8,1,34.23,1436,2.38
5335,20230918,9,3,244.05,1392,17.53
5336,20230918,10,2,198.11,1543,12.84
5337,20230918,11,5,528.59,887,59.59
5338,20230918,12,2,256.89,1785,14.39
5339,20230918,13,1,95.36,1103,8.65
5340,20230918,14,1,154.05,619,24.89
5341,20230918,15,3,235.49,868,27.13
5342,20230918,16,1,25.1,950,2.64
5343,20230918,17,1,5.96,925,0.64
5344,20230919,8,2,356.04,1435,24.81
5345,20230919,9,5,476.93,782,60.99
5346,20230919,10,5,1057.39,955,110.72
5347,20230919,12,1,261.2,1787,14.62
5348,20230919,13,1,167.78,1604,10.46
5349,20230919,15,6,942.09,797,118.2
5350,20230919,17,2,139.34,748,18.63
5351,20230920,8,6,454.33,1793,25.34
5352,20230920,9,6,815.25,1655,49.26
5353,20230920,10,4,868.56,779,111.5
5354,20230920,14,1,60.47,1761,3.43
5355,20230920,15,3,325.45,803,40.53
5356,20230920,16,1,45.57,627,7.27
5357,20230921,8,1,164.45,1791,9.18
5358,20230921,9,7,394.2,1602,24.61
5359,20230921,10,1,166.78,1114,14.97
5360,20230921,11,1,141.71,715,19.82
5361,20230921,13,5,355.2,1197,29.67
5362,20230921,14,1,43.64,1114,3.92
5363,20230921,15,3,296.25,1433,20.67
5364,20230922,8,4,321.86,1034,31.13
5365,20230922,9,3,195.15,686,28.45
5366,20230922,10,2,247.3,1774,13.94
5367,20230922,11,3,205.77,1580,13.02
5368,20230922,12,1,126.6,737,17.18
5369,20230922,13,1,121.28,1244,9.75
5370,20230922,14,1,28.92,1728,1.67
5371,20230922,15,7,502.79,1268,39.65
5372,20230922,16,1,72.53,680,10.67
5373,20230922,17,1,29.35,1539,1.91
5374,20230925,8,4,283.77,1289,22.01
5375,20230925,9,2,167.76,670,25.04
5376,20230925,10,2,205.29,885,23.2
5377,20230925,11,1,25.98,1189,2.19
5378,20230925,12,6,490.16,1132,43.3
5379,20230925,13,5,397.26,1609,24.69
5380,20230925,14,3,318.54,1237,25.75
5381,20230925,15,3,275.78,1101,25.05
5382,20230925,16,1,156.73,871,17.99
5383,20230926,8,1,50.66,828,6.12
5384,20230926,9,4,349.01,1689,20.66
5385,20230926,10,2,149.22,636,23.46
5386,20230926,11,4,364.02,603,60.37
5387,20230926,12,3,351.2,842,41.71
5388,20230926,13,3,299.84000000000003,1641,18.27
5389,20230926,16,3,332.41,1670,19.9
5390,20230926,17,1,26.08,1060,2.46
5391,20230927,8,3,263.16,1783,14.76
5392,20230927,9,1,0.0,1000,0.0
5393,20230927,10,5,743.3,1039,71.54
5394,20230927,11,1,42.2,1002,4.21
5395,20230927,13,2,94.72,1005,9.42
5396,20230927,14,1,45.81,1418,3.23
5397,20230927,15,4,260.2,788,33.02
5398,20230927,16,1,31.41,1747,1.8
5399,20230927,17,1,73.84,601,12.29
5400,20230928,8,4,740.96,1626,45.57
5401,20230928,9,3,395.35,1219,32.43
5402,20230928,10,3,335.7,1155,29.06
5403,20230928,11,3,263.69,1702,15.49
5404,20230928,12,2,169.54,1367,12.4
5405,20230928,13,2,114.77,1473,7.79
5406,20230928,14,1,23.29,1495,1.56
5407,20230928,15,2,239.95,1767,13.58
5408,20230928,16,4,291.36,1267,23.0
5409,20230929,8,3,161.85,1242,13.03
5410,20230929,9,4,628.78,1260,49.9
5411,20230929,10,1,68.86,1026,6.71
5412,20230929,11,5,452.64,1600,28.29
5413,20230929,12,1,40.260000000000005,1527,2.64
5414,20230929,13,5,682.47,960,71.09
5415,20230929,15,6,753.43,717,105.08
5416,20230929,16,1,289.5,1117,25.92
5417,20230929,17,1,54.28,1657,3.28
5418,20231002,8,6,375.23,896,41.88
5419,20231002,9,1,74.56,1093,6.82
5420,20231002,10,3,633.98,1088,58.27
5421,20231002,11,1,19.92,1534,1.3
5422,20231002,12,1,60.60999999999999,1604,3.78
5423,20231002,14,2,58.620000000000005,1105,5.3
5424,20231002,15,1,47.73,1073,4.45
5425,20231002,17,2,51.77,892,5.8
5426,20231003,8,4,423.93,770,55.06
5427,20231003,9,4,463.39,950,48.78
5428,20231003,10,2,195.35,967,20.2
5429,20231003,11,4,273.11,651,41.95
5430,20231003,12,2,161.51,1593,10.14
5431,20231003,13,1,57.400000000000006,749,7.66
5432,20231003,14,2,103.87,1511,6.87
5433,20231003,15,5,692.35,1604,43.16
5434,20231003,16,1,130.21,1192,10.92
5435,20231004,8,2,132.67000000000002,621,21.36
5436,20231004,9,3,463.05,1743,26.57
5437,20231004,10,1,27.24,1220,2.23
5438,20231004,11,1,77.77000000000001,1002,7.76
5439,20231004,12,3,75.22999999999999,1427,5.27
5440,20231004,13,1,72.91,825,8.84
5441,20231004,14,3,291.82,1499,19.47
5442,20231004,15,4,606.4300000000001,1349,44.95
5443,20231005,8,4,260.91,1540,16.94
5444,20231005,10,3,200.84,1103,18.21
5445,20231005,11,3,287.72,945,30.45
5446,20231005,12,1,38.32,945,4.06
5447,20231005,13,2,100.17,676,14.82
5448,20231005,16,3,114.95,1047,10.98
5449,20231006,8,3,397.99,1426,27.91
5450,20231006,9,1,357.54,1473,24.27
5451,20231006,10,1,185.66000000000005,1393,13.33
5452,20231006,11,1,32.24,997,3.23
5453,20231006,12,4,386.62,894,43.25
5454,20231006,13,1,42.0,1227,3.42
5455,20231006,14,2,189.1,1379,13.71
5456,20231006,15,3,155.05,1123,13.81
5457,20231006,16,2,161.54,713,22.66
5458,20231009,8,3,227.49,1426,15.95
5459,20231009,9,3,247.13,895,27.61
5460,20231009,10,1,95.3,1518,6.28
5461,20231009,12,3,181.75,1337,13.59
5462,20231009,13,2,126.29,1446,8.73
5463,20231009,14,2,303.79,910,33.38
5464,20231009,15,2,161.07,1214,13.27
5465,20231009,16,2,168.99,1422,11.88
5466,20231009,17,1,83.78999999999999,1547,5.42
5467,20231010,8,8,671.23,1428,47.0
5468,20231010,9,1,6.84,701,0.98
5469,20231010,10,3,232.07,1542,15.05
5470,20231010,11,3,253.16,1606,15.76
5471,20231010,12,6,616.16,1387,44.42
5472,20231010,13,2,44.33,786,5.64
5473,20231010,15,2,211.76,1652,12.82
5474,20231010,16,3,185.59,1552,11.96
5475,20231010,17,2,110.88,982,11.29
5476,20231011,8,2,90.67,1237,7.33
5477,20231011,9,1,70.19,1725,4.07
5478,20231011,10,1,58.99,1001,5.89
5479,20231011,11,1,49.95,1319,3.79
5480,20231011,12,3,255.66,1241,20.6
5481,20231011,13,3,371.6,658,56.47
5482,20231011,14,1,47.99,603,7.96
5483,20231011,15,12,1370.91,1671,82.04
5484,20231011,16,1,95.8,648,14.78
5485,20231013,8,1,13.14,1213,1.08
5486,20231013,9,1,151.81,1632,9.3
5487,20231013,10,4,350.34,1105,31.7
5488,20231013,11,2,148.24,1024,14.48
5489,20231013,12,1,84.66,930,9.1
5490,20231013,13,1,90.6,845,10.72
5491,20231013,14,2,97.08,1598,6.08
5492,20231013,15,3,309.93,610,50.81
5493,20231013,16,2,292.71000000000004,666,43.95
5494,20231013,17,1,37.5,1745,2.15
5495,20231016,8,4,538.02,1135,47.4
5496,20231016,9,3,201.8,956,21.11
5497,20231016,10,2,110.85,1450,7.64
5498,20231016,11,4,580.73,812,71.52
5499,20231016,13,1,10.16,690,1.47
5500,20231016,14,2,115.11,1638,7.03
5501,20231016,15,3,169.0,1218,13.88
5502,20231016,16,1,210.67,1086,19.4
5503,20231017,8,1,35.34,1497,2.36
5504,20231017,9,1,121.24,1472,8.24
5505,20231017,11,2,124.88,1547,8.07
5506,20231017,12,6,514.3199999999999,939,54.77
5507,20231017,13,4,247.79,844,29.36
5508,20231017,14,1,26.34,692,3.81
5509,20231017,15,4,279.56,1308,21.37
5510,20231017,16,3,195.1,991,19.69
5511,20231018,8,1,44.04,1272,3.46
5512,20231018,9,1,68.89,1408,4.89
5513,20231018,11,1,145.26000000000002,923,15.74
5514,20231018,12,3,357.87,620,57.72
5515,20231018,13,2,122.01,1638,7.45
5516,20231018,15,6,675.05,1562,43.22
5517,20231018,16,3,191.16,747,25.59
5518,20231018,17,1,51.1,736,6.94
5519,20231019,8,4,502.84,1508,33.34
5520,20231019,9,1,42.99,1151,3.74
5521,20231019,10,1,105.04,1166,9.01
5522,20231019,12,2,176.34,959,18.39
5523,20231019,13,2,75.67999999999999,1212,6.24
5524,20231019,14,3,145.02,980,14.8
5525,20231019,15,6,256.89,733,35.05
5526,20231019,16,3,411.29,1004,40.97
5527,20231020,8,9,1131.27,1725,65.58
5528,20231020,9,6,364.07,891,40.86
5529,20231020,10,4,384.19,613,62.67
5530,20231020,11,1,80.65,1251,6.45
5531,20231020,12,3,336.38,618,54.43
5532,20231020,13,6,709.9,971,73.11
5533,20231020,15,3,278.69,1653,16.86
5534,20231023,8,3,601.37,1508,39.88
5535,20231023,9,5,501.75,885,56.69
5536,20231023,10,1,57.64,1563,3.69
5537,20231023,11,1,30.42,1455,2.09
5538,20231023,12,1,103.47,777,13.32
5539,20231023,13,3,301.48,1797,16.78
5540,20231023,14,1,83.82,1222,6.86
5541,20231023,15,4,427.0,1563,27.32
5542,20231023,16,3,141.03,1126,12.52
5543,20231024,8,3,557.44,1226,45.47
5544,20231024,9,4,364.08,880,41.37
5545,20231024,10,1,66.49000000000001,881,7.55
5546,20231024,11,2,68.18,1402,4.86
5547,20231024,13,3,400.33,1137,35.21
5548,20231024,14,2,179.25,970,18.48
5549,20231024,15,2,102.44,1039,9.86
5550,20231024,16,2,175.68,634,27.71
5551,20231024,17,2,84.11,1204,6.99
5552,20231025,8,4,368.52,878,41.97
5553,20231025,10,4,424.78,1597,26.6
5554,20231025,11,4,231.58,1331,17.4
5555,20231025,12,3,324.24,1776,18.26
5556,20231025,13,1,51.04,874,5.84
5557,20231025,14,3,208.67,1025,20.36
5558,20231025,15,3,466.98,1602,29.15
5559,20231025,16,1,69.22,1321,5.24
5560,20231026,8,9,780.74,1154,67.66
5561,20231026,9,5,675.08,816,82.73
5562,20231026,11,1,160.75,943,17.05
5563,20231026,12,2,260.76,986,26.45
5564,20231026,13,1,18.24,667,2.73
5565,20231026,14,1,101.83,1187,8.58
5566,20231026,15,2,88.06,1030,8.55
5567,20231026,16,3,225.88,798,28.31
5568,20231027,8,2,557.62,613,90.97
5569,20231027,9,2,84.68,1759,4.81
5570,20231027,10,1,111.31,1503,7.41
5571,20231027,11,4,334.09,1730,19.31
5572,20231027,12,4,577.52,1194,48.37
5573,20231027,14,3,132.14,1574,8.4
5574,20231027,15,3,142.20999999999998,1502,9.47
5575,20231027,16,1,186.43,1257,14.83
5576,20231027,17,1,58.71,1463,4.01
5577,20231030,8,2,112.82,1649,6.84
